
---------- Begin Simulation Statistics ----------
final_tick                                  325703500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 430992                       # Simulator instruction rate (inst/s)
host_mem_usage                                1171836                       # Number of bytes of host memory used
host_op_rate                                   857482                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                     2.59                       # Real time elapsed on the host
host_tick_rate                              125815131                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                     1115694                       # Number of instructions simulated
sim_ops                                       2219797                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.000326                       # Number of seconds simulated
sim_ticks                                   325703500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                   1207309                       # number of cc regfile reads
system.cpu.cc_regfile_writes                   742811                       # number of cc regfile writes
system.cpu.committedInsts                     1115694                       # Number of Instructions Simulated
system.cpu.committedOps                       2219797                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.583859                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.583859                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           33010                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                 4693                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                   252114                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     3.513052                       # Inst execution rate
system.cpu.iew.exec_refs                       575259                       # number of memory reference insts executed
system.cpu.iew.exec_stores                     222708                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                   14271                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts                361283                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 48                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                44                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts               230556                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts             2343393                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts                352551                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts              6807                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts               2288430                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                      2                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                   201                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                   4076                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                   202                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            103                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect         2942                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           1751                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                   2884491                       # num instructions consuming a value
system.cpu.iew.wb_count                       2284456                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.596558                       # average fanout of values written-back
system.cpu.iew.wb_producers                   1720767                       # num instructions producing a value
system.cpu.iew.wb_rate                       3.506951                       # insts written-back per cycle
system.cpu.iew.wb_sent                        2287134                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                  3407876                       # number of integer regfile reads
system.cpu.int_regfile_writes                 1803178                       # number of integer regfile writes
system.cpu.ipc                               1.712742                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.712742                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass             10664      0.46%      0.46% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu               1705575     74.31%     74.77% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                  912      0.04%     74.81% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                    31      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                    0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                    0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                    0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                    0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     74.82% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     74.82% # Type of FU issued
